,genus,line,kingdom,phylum,class,order,family
816,g__Dermabacter,963004.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae
817,g__Pedosphaera,551837.0,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__[Pedosphaeraceae]
818,g__Thioalkalivibrio,4466734.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Ectothiorhodospiraceae
819,g__Aquimarina,172234.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
820,g__Caulobacter,811257.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae
821,g__Nisaea,4014255.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae
822,g__Acidiphilium,1109653.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae
823,g__Ectothiorhodospira,1128228.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Ectothiorhodospiraceae
824,g__Conchiformibius,21461.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae
825,g__Perlucidibaca,158925.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae
826,g__Chelonobacter,91205.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae
827,g__Tessaracoccus,965179.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Propionibacteriaceae
828,g__Methylosinus,1145687.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae
829,g__Candidatus Phlomobacter,4413187.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae
830,g__Candidatus Rhabdochlamydia,249365.0,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Rhabdochlamydiaceae
831,g__Methanoplanus,557845.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanomicrobiales, f__Methanomicrobiaceae
832,g__Gelidibacter,4367989.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
833,g__Pullulanibacillus,274865.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Sporolactobacillaceae
834,g__Roseovarius,2636819.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
835,g__1-68,1097028.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae]
836,g__Thiovirga,3390772.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Halothiobacillaceae
837,g__JTB248,2577.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae
838,g__Rhodocyclus,3322191.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
839,g__SC3-56,147567.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__[Amoebophilaceae]
840,g__Curvibacter,144038.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
841,g__Piscirickettsia,592462.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae
842,g__RS62,322359.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
843,g__Cerasicoccus,250659.0,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__[Cerasicoccales], f__[Cerasicoccaceae]
844,g__Rathayibacter,3175174.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae
845,g__Thioalkalimicrobium,3246137.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae
846,g__Photorhabdus,356553.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae
847,g__Oscillatoria,258742.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae
848,g__Flammeovirga,817111.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae
849,g__Coraliomargarita,2642943.0,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Puniceicoccales, f__Puniceicoccaceae
850,g__Methanobrevibacter,22694.0,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae
851,g__Spirulina,106578.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Spirulinaceae
852,g__AF12,259280.0,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae
853,g__Reichenbachiella,168787.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae
854,g__Saprospira,35418.0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae
855,g__Azovibrio,1106733.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
856,g__Lutibacterium,4384164.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae
857,g__Ammoniphilus,4384161.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae
858,g__Brochothrix,1017020.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae
859,g__Arenibacter,3245984.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
860,g__Lampropedia,971266.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
861,g__Lutispora,4474685.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Gracilibacteraceae
862,g__Chroococcus,570499.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Chroococcaceae
863,g__Paulinella,3344.0,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Synechococcales, f__Synechococcaceae
864,g__Spongiibacter,530532.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae
865,g__Thiomonas,181396.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
866,g__Desulfonatronum,4423698.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfonatronumaceae
867,g__Ignatzschineria,148917.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae
868,g__Oerskovia,12340.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cellulomonadaceae
869,g__vadinCA02,803531.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Synergistaceae
870,g__Beijerinckia,934235.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae
871,g__Candidatus Tammella,148325.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Synergistaceae
872,g__Dethiosulfatibacter,275386.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae]
873,g__Couchioplanes,849139.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae
874,g__Pleomorphomonas,114732.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae
875,g__Solirubrobacter,951990.0,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae
876,g__Parachlamydia,544430.0,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Parachlamydiaceae
877,g__Cellulophaga,147086.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
878,g__BHB21,553340.0,k__Bacteria, p__WWE1, c__[Cloacamonae], o__[Cloacamonales], f__[Cloacamonaceae]
879,g__Psychroserpens,2464.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
880,g__Thermobispora,692654.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae
881,g__ANME-3,513304.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanosarcinales, f__Methanosarcinaceae
882,g__Thiomicrospira,661988.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae
883,g__PD-UASB-13,318255.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Dethiosulfovibrionaceae
884,g__Gramella,3741116.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
885,g__Erysipelothrix,4345915.0,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae
886,g__Alkanindiges,84033.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae
887,g__Sinorhizobium,846604.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae
888,g__Acidisoma,4391049.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae
889,g__Desulfotignum,4473404.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobacteraceae
890,g__Rhodovibrio,156957.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae
891,g__Candidatus Cardinium,4407946.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__[Amoebophilaceae]
892,g__Mucispirillum,1873.0,k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae
893,g__Gallibacterium,91910.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae
894,g__Acidianus,3713657.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Sulfolobales, f__Sulfolobaceae
895,g__Pyrococcus,768.0,k__Archaea, p__Euryarchaeota, c__Thermococci, o__Thermococcales, f__Thermococcaceae
896,g__Martelella,215523.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae
897,g__Citricoccus,527385.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae
898,g__Anaerobranca,1129618.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Anaerobrancaceae
899,g__Rhodobium,4364254.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae
900,g__Desulfobulbus,4378939.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae
901,g__Marinilactibacillus,535280.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae
902,g__Sulfolobus,183068.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Sulfolobales, f__Sulfolobaceae
903,g__Halolamina,598007.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
904,g__Janibacter,550503.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae
905,g__Kineosporia,4399259.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Kineosporiaceae
906,g__Salisaeta,202906.0,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__Rhodothermaceae
907,g__Desulfofrigus,238419.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobacteraceae
908,g__Beggiatoa,4428329.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Thiotrichaceae
909,g__Roseobacter,513025.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
910,g__Pandoraea,4461143.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae
911,g__A55_D21,514458.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Anaerobrancaceae
912,g__Methanogenium,574711.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanomicrobiales, f__Methanomicrobiaceae
913,g__Roseococcus,226512.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae
914,g__SHAG537,581404.0,k__Bacteria, p__SAR406, c__AB16, o__Arctic96B-7, f__A714017
915,g__Rickettsia,1108023.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae
916,g__Bellilinea,539019.0,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae
917,g__Sinomonas,616724.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae
918,g__Defluvibacter,957027.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae
919,g__Pyrobaculum,168945.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Thermoproteales, f__Thermoproteaceae
920,g__Heliorestis,110048.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Heliobacteriaceae
921,g__Thioploca,60453.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Thiotrichaceae
922,g__Archaeoglobus,144391.0,k__Archaea, p__Euryarchaeota, c__Archaeoglobi, o__Archaeoglobales, f__Archaeoglobaceae
923,g__Caldilinea,1110736.0,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae
924,g__Streptosporangium,12069.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptosporangiaceae
925,g__Streptobacillus,4370726.0,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae
926,g__Dehalococcoides,29714.0,k__Bacteria, p__Chloroflexi, c__Dehalococcoidetes, o__Dehalococcoidales, f__Dehalococcoidaceae
927,g__Thermosipho,707339.0,k__Bacteria, p__Thermotogae, c__Thermotogae, o__Thermotogales, f__Thermotogaceae
928,g__Rubricoccus,163861.0,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__Rhodothermaceae
929,g__Aminobacter,732384.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae
930,g__Solwaraspora,259114.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae
931,g__Guggenheimella,278979.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae]
932,g__02d06,1939568.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae
933,g__Caminibacter,100267.0,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Nautiliales, f__Nautiliaceae
934,g__HAW-RM37,796532.0,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae
935,g__Owenweeksia,4335314.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae
936,g__Cobetia,140826.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Halomonadaceae
937,g__KF-Gitt2-16,31598.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Anaerobrancaceae
938,g__Thalassobacillus,261558.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae
939,g__Terribacillus,253856.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae
940,g__Leptonema,1832158.0,k__Bacteria, p__Spirochaetes, c__[Leptospirae], o__[Leptospirales], f__Leptospiraceae
941,g__Haloplanus,156718.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
942,g__Chromatium,559119.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae
943,g__Azomonas,746562.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae
944,g__Nitriliruptor,1105390.0,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Nitriliruptorales, f__Nitriliruptoraceae
945,g__Salinisphaera,643857.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Salinisphaeraceae
946,g__Arcanobacterium,16861.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae
947,g__Haladaptatus,734809.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
948,g__Tolumonas,4449967.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae
949,g__Candidatus Methylacidiphilum,295454.0,k__Bacteria, p__Verrucomicrobia, c__[Methylacidiphilae], o__Methylacidiphilales, f__Methylacidiphilaceae
950,g__Caminicella,684805.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae
951,g__ZA3312c,830400.0,k__Bacteria, p__SAR406, c__AB16, o__Arctic96B-7, f__A714017
952,g__Microcystis,3213.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Microcystaceae
953,g__Candidatus Aquiluna,814889.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae
954,g__Flexibacter,1122930.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae
955,g__Planococcus,4315642.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae
956,g__Zhihengliuella,317982.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae
957,g__Halomicrobium,125425.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
958,g__Flavihumibacter,4401899.0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae
959,g__Roseateles,4422905.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
960,g__Labrys,4410416.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae
961,g__so4B24,335611.0,k__Bacteria, p__SAR406, c__AB16, o__Arctic96B-7, f__A714017
962,g__Methanimicrococcus,100316.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanosarcinales, f__Methanosarcinaceae
963,g__Mesonia,593209.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
964,g__Sharpea,287811.0,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae
965,g__Aphanizomenon,88937.0,k__Bacteria, p__Cyanobacteria, c__Nostocophycideae, o__Nostocales, f__Nostocaceae
966,g__Desulfarculus,4325663.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfarculales, f__Desulfarculaceae
967,g__Flexistipes,4325661.0,k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae
968,g__Tsukamurella,571264.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Tsukamurellaceae
969,g__Cystobacter,4406519.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacteraceae
970,g__Alicycliphilus,4389705.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
971,g__Hahella,1127928.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Hahellaceae
972,g__Dictyoglomus,670606.0,k__Bacteria, p__Dictyoglomi, c__Dictyoglomia, o__Dictyoglomales, f__Dictyoglomaceae
973,g__Methanomethylovorans,4394650.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanosarcinales, f__Methanosarcinaceae
974,g__heteroC45_4W,517273.0,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae]
975,g__Propionigenium,164431.0,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae
976,g__Patulibacter,1140748.0,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Patulibacteraceae
977,g__Methanolinea,4478326.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanomicrobiales, f__Methanoregulaceae
978,g__Ignavibacterium,4351058.0,k__Bacteria, p__Chlorobi, c__Ignavibacteria, o__Ignavibacteriales, f__Ignavibacteriaceae
979,g__Conexibacter,822466.0,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Conexibacteraceae
980,g__Colwellia,3124528.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Colwelliaceae
981,g__Thiocystis,139588.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae
982,g__Acidobacterium,1105327.0,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae
983,g__Acidisphaera,170935.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae
984,g__Prosthecochloris,39385.0,k__Bacteria, p__Chlorobi, c__Chlorobia, o__Chlorobiales, f__Chlorobiaceae
985,g__Cenarchaeum,31020.0,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Cenarchaeales, f__Cenarchaeaceae
986,g__Candidatus Cloacamonas,3805515.0,k__Bacteria, p__WWE1, c__[Cloacamonae], o__[Cloacamonales], f__[Cloacamonaceae]
987,g__W22,326629.0,k__Bacteria, p__WWE1, c__[Cloacamonae], o__[Cloacamonales], f__[Cloacamonaceae]
988,g__CL0-1,538767.0,k__Bacteria, p__Armatimonadetes, c__Armatimonadia, o__Armatimonadales, f__Armatimonadaceae
989,g__G07,589462.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae
990,g__Methylomonas,8079.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__Methylococcaceae
991,g__Filifactor,4406781.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae
992,g__Afipia,464210.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae
993,g__Smithella,337984.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophaceae
994,g__Waddlia,542808.0,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Waddliaceae
995,g__Sporichthya,624144.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Sporichthyaceae
996,g__Fructobacillus,4440426.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae
997,g__Hirschia,4366278.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae
998,g__Cryptosporangium,972677.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cryptosporangiaceae
999,g__Sterolibacterium,4388067.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
1000,g__Anaerobaculum,534987.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Anaerobaculaceae
1001,g__Lentisphaera,348907.0,k__Bacteria, p__Lentisphaerae, c__[Lentisphaeria], o__Lentisphaerales, f__Lentisphaeraceae
1002,g__Procabacter,43515.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Procabacteriales, f__Procabacteriaceae
1003,g__Olivibacter,1572018.0,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae
1004,g__Methanofollis,4435419.0,k__Archaea, p__Euryarchaeota, c__Methanomicrobia, o__Methanomicrobiales, f__Methanomicrobiaceae
1005,g__Pseudaminobacter,38141.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae
1006,g__31d11,241912.0,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae
1007,g__DL1A-100,129560.0,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__MSBL1
1008,g__Methylocella,155035.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae
1009,g__u114,811642.0,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae
1010,g__Thermosinus,1133563.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae
1011,g__AUTHM297,4303514.0,k__Bacteria, p__Thermotogae, c__Thermotogae, o__Thermotogales, f__Thermotogaceae
1012,g__Vitreoscilla,347746.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae
1013,g__Oligella,1141611.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae
1014,g__TS34,148149.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
1015,g__SHD-14,149238.0,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae
1016,g__Desulfitobacter,4432739.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae
1017,g__Niigata-25,537380.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae
1018,g__Luteibacter,3768997.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae
1019,g__Planktothricoides,4156148.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae
